"indx","location","datetime","watertemp_C","airtemp_C","rain_in","raindays","windspeed_mph","flow_cfs","par_uE","lg_prb_R2_pct","lg_prb_R3_pct","lg_prb_R4_pct","li_conc_LF_cfu","lg_prb_LF_pct","cso_CP","cyano_NewtonYC","cyano_WatertownYC","cyano_CommRowing","cyano_CRCK","cyano_HarvardWeld","cyano_RiversideBC","cyano_CRYC","cyano_UnionBC","cyano_CommBoating","cyano_CRCKKendall"
"278","Charles","2018-05-12 13:00:00","-85.32","10.38","0.02","9.99","0.00","535.80","437.00","0.000","0.010","0.000","418534.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"279","Charles","2018-05-12 14:00:00","-84.01","10.54","0.00","9.99","0.00","532.00","316.00","0.000","0.010","0.000","414722.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"280","Charles","2018-05-12 15:00:00","-84.27","10.43","0.01","9.99","0.00","534.50","176.00","0.000","0.010","0.000","416648.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"281","Charles","2018-05-12 16:00:00","-85.05","10.35","0.01","9.99","0.00","533.30","124.00","0.000","0.010","0.000","419503.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"282","Charles","2018-05-12 17:00:00","-84.27","10.36","0.09","9.99","0.00","540.30","91.00","0.000","0.010","0.000","471136.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"283","Charles","2018-05-12 18:00:00","-85.05","10.42","0.02","9.99","0.00","542.30","48.00","0.000","0.010","0.000","481222.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"284","Charles","2018-05-12 19:00:00","-85.05","10.49","0.01","9.99","0.00","541.00","6.00","0.000","0.010","0.000","484659.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"285","Charles","2018-05-12 20:00:00","-85.05","10.36","0.00","9.99","0.00","541.00","1.00","0.000","0.010","0.000","482627.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"286","Charles","2018-05-12 21:00:00","-85.05","10.32","0.00","9.99","0.00","539.00","1.00","0.000","0.010","0.000","480129.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"287","Charles","2018-05-12 22:00:00","-84.79","10.33","0.00","9.99","0.00","539.00","1.00","0.000","0.010","0.000","477701.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"288","Charles","2018-05-12 23:00:00","-85.05","10.48","0.00","9.99","0.00","537.00","1.00","0.000","0.010","0.000","476433.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"289","Charles","2018-05-13 00:00:00","-85.05","10.32","0.00","9.99","0.00","537.00","1.00","0.000","0.010","0.000","475591.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"290","Charles","2018-05-13 01:00:00","-85.32","10.10","0.00","9.99","0.00","537.00","1.00","0.000","0.010","0.000","475129.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"291","Charles","2018-05-13 02:00:00","-85.05","9.58","0.00","9.99","0.00","535.80","1.00","0.000","0.010","0.000","474260.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"292","Charles","2018-05-13 03:00:00","-84.53","9.44","0.00","9.99","0.00","532.00","1.00","0.000","0.010","0.000","472646.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"293","Charles","2018-05-13 04:00:00","-84.27","9.19","0.00","9.99","0.00","532.00","1.00","0.000","0.010","0.000","470699.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"294","Charles","2018-05-13 05:00:00","-84.53","9.15","0.00","9.99","0.00","530.80","4.00","0.000","0.010","0.000","469453.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"295","Charles","2018-05-13 06:00:00","-84.79","9.39","0.00","9.99","0.00","529.50","31.00","0.000","0.010","0.000","468180.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"296","Charles","2018-05-13 07:00:00","-84.27","9.48","0.00","9.99","0.00","528.30","120.00","0.000","0.010","0.000","466164.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"297","Charles","2018-05-13 08:00:00","-85.05","9.60","0.00","9.99","0.00","527.00","220.00","0.000","0.010","0.000","465987.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"298","Charles","2018-05-13 09:00:00","-85.32","10.32","0.00","9.99","0.00","527.00","421.00","0.000","0.010","0.000","465838.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"299","Charles","2018-05-13 10:00:00","-85.58","10.92","0.00","9.99","0.00","527.00","468.00","0.000","0.010","0.000","466810.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"300","Charles","2018-05-13 11:00:00","-85.58","10.55","0.00","9.99","0.00","527.00","511.00","0.000","0.010","0.000","467783.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"301","Charles","2018-05-13 12:00:00","-85.58","11.36","0.00","9.99","0.00","525.00","610.00","0.000","0.010","0.000","469072.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"302","Charles","2018-05-13 13:00:00","-85.88","11.93","0.00","9.99","0.00","523.00","883.00","0.000","0.010","0.010","469545.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"303","Charles","2018-05-13 14:00:00","-86.77","13.26","0.00","9.99","0.00","519.30","1613.00","0.000","0.010","0.010","473089.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"304","Charles","2018-05-13 15:00:00","-87.06","13.27","0.00","9.99","0.00","518.00","1526.00","0.000","0.010","0.010","476609.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"305","Charles","2018-05-13 16:00:00","-86.17","12.48","0.00","9.99","0.00","514.00","1116.00","0.000","0.010","0.010","477721.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"306","Charles","2018-05-13 17:00:00","-87.36","12.82","0.00","9.99","0.00","514.00","695.00","0.000","0.010","0.000","481462.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"307","Charles","2018-05-13 18:00:00","-86.77","12.42","0.00","9.99","0.00","512.80","353.00","0.000","0.010","0.000","483188.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"308","Charles","2018-05-13 19:00:00","-85.39","11.49","0.00","9.99","0.00","509.00","85.00","0.000","0.010","0.000","482881.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"309","Charles","2018-05-13 20:00:00","-84.79","11.08","0.00","9.99","0.00","509.00","2.00","0.000","0.010","0.000","481717.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"310","Charles","2018-05-13 21:00:00","-85.58","11.31","0.00","9.99","0.00","509.00","1.00","0.000","0.010","0.000","481728.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"311","Charles","2018-05-13 22:00:00","-85.58","11.24","0.00","9.99","0.00","506.50","1.00","0.000","0.010","0.000","483445.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"312","Charles","2018-05-13 23:00:00","-85.58","10.98","0.00","9.99","0.00","504.00","1.00","0.000","0.010","0.000","483377.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"313","Charles","2018-05-14 00:00:00","-85.05","10.60","0.00","9.99","0.00","504.00","1.00","0.000","0.010","0.000","482549.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"314","Charles","2018-05-14 01:00:00","-84.79","10.21","0.00","9.99","0.00","502.00","1.00","0.000","0.010","0.000","480916.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"315","Charles","2018-05-14 02:00:00","-84.79","10.32","0.00","9.99","0.00","500.00","1.00","0.000","0.010","0.000","479649.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"316","Charles","2018-05-14 03:00:00","-85.58","10.44","0.00","9.99","0.00","498.80","1.00","0.000","0.010","0.000","480305.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"317","Charles","2018-05-14 04:00:00","-85.58","10.59","0.00","9.99","0.00","495.00","1.00","0.000","0.010","0.000","481234.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"318","Charles","2018-05-14 05:00:00","-85.32","10.83","0.00","9.99","0.00","495.00","9.00","0.000","0.010","0.000","481452.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"319","Charles","2018-05-14 06:00:00","-85.58","11.20","0.00","9.99","0.00","495.00","81.00","0.000","0.010","0.000","481700.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"320","Charles","2018-05-14 07:00:00","-85.58","11.95","0.00","9.99","0.00","495.00","421.00","0.000","0.010","0.000","482718.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"321","Charles","2018-05-14 08:00:00","-85.58","12.75","0.00","9.99","0.00","493.00","590.00","0.000","0.010","0.000","482603.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"322","Charles","2018-05-14 09:00:00","-85.58","13.90","0.00","9.99","0.00","491.00","880.00","0.000","0.010","0.000","482049.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"323","Charles","2018-05-14 10:00:00","-86.17","15.35","0.00","9.99","0.00","491.00","981.00","0.000","0.010","0.000","481964.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"324","Charles","2018-05-14 11:00:00","-86.47","16.26","0.00","9.99","0.00","487.30","1042.00","0.000","0.010","0.000","482208.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"325","Charles","2018-05-14 12:00:00","-86.17","16.98","0.00","9.99","0.00","486.00","1499.00","0.000","0.010","0.000","474008.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"326","Charles","2018-05-14 13:00:00","-86.17","18.48","0.00","9.99","0.00","486.00","1861.00","0.000","0.010","0.000","457825.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"327","Charles","2018-05-14 14:00:00","-87.06","20.77","0.00","9.99","0.00","487.30","1811.00","0.000","0.010","0.000","457425.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"328","Charles","2018-05-14 15:00:00","-87.36","21.62","0.00","9.99","0.00","487.30","1518.00","0.000","0.010","0.000","449455.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"329","Charles","2018-05-14 16:00:00","-87.36","21.65","0.00","9.99","0.00","487.30","1131.00","0.000","0.010","0.000","442883.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"330","Charles","2018-05-14 17:00:00","-87.71","22.58","0.00","9.99","0.00","486.00","697.00","0.000","0.010","0.000","380549.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"331","Charles","2018-05-14 18:00:00","-87.36","23.42","0.00","9.99","0.00","488.50","331.00","0.000","0.010","0.000","368129.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"332","Charles","2018-05-14 19:00:00","-87.36","21.16","0.00","9.99","0.00","491.00","85.00","0.000","0.010","0.000","363754.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"333","Charles","2018-05-14 20:00:00","-87.36","18.50","0.00","9.99","0.00","491.00","2.00","0.000","0.010","0.000","366169.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"334","Charles","2018-05-14 21:00:00","-87.06","17.56","0.00","9.99","0.00","491.00","1.00","0.000","0.010","0.000","367412.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"335","Charles","2018-05-14 22:00:00","-87.06","16.27","0.00","9.99","0.00","488.50","1.00","0.000","0.010","0.000","368660.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"336","Charles","2018-05-14 23:00:00","-87.06","15.77","0.00","9.99","0.00","486.00","1.00","0.000","0.010","0.000","369911.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"337","Charles","2018-05-15 00:00:00","-87.06","15.81","0.00","9.99","0.00","487.30","1.00","0.000","0.010","0.000","371775.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"338","Charles","2018-05-15 01:00:00","-86.47","15.83","0.00","9.99","0.00","486.00","1.00","0.000","0.010","0.000","373297.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"339","Charles","2018-05-15 02:00:00","-87.06","16.14","0.00","9.99","0.00","486.00","1.00","0.000","0.010","0.000","375522.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"340","Charles","2018-05-15 03:00:00","-87.36","16.22","0.00","9.99","0.00","486.00","1.00","0.000","0.010","0.000","377237.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"341","Charles","2018-05-15 04:00:00","-87.06","16.33","0.00","9.99","0.00","486.00","1.00","0.000","0.010","0.000","378704.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"342","Charles","2018-05-15 05:00:00","-87.36","15.78","0.00","9.99","0.00","486.00","12.00","0.000","0.010","0.000","380806.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"343","Charles","2018-05-15 06:00:00","-86.47","15.48","0.00","9.99","0.00","486.00","136.00","0.000","0.010","0.000","381620.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"344","Charles","2018-05-15 07:00:00","-86.47","15.84","0.00","9.99","0.00","486.00","423.00","0.000","0.010","0.000","382435.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"345","Charles","2018-05-15 08:00:00","-87.06","17.15","0.00","9.99","0.00","489.80","920.00","0.000","0.010","0.000","384045.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"346","Charles","2018-05-15 09:00:00","-86.77","18.61","0.00","9.99","0.00","491.00","1329.00","0.000","0.010","0.000","385399.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"347","Charles","2018-05-15 10:00:00","-87.36","20.74","0.00","9.99","0.00","491.00","1659.00","0.000","0.010","0.000","386758.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"348","Charles","2018-05-15 11:00:00","-87.36","22.53","0.00","9.99","0.00","491.00","1883.00","0.000","0.000","0.000","387858.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"349","Charles","2018-05-15 12:00:00","-87.36","23.73","0.00","9.99","0.00","488.50","1594.00","0.000","0.000","0.000","389279.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"350","Charles","2018-05-15 13:00:00","-87.36","25.07","0.00","9.99","0.00","486.00","1784.00","0.000","0.000","0.000","390652.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"351","Charles","2018-05-15 14:00:00","-87.36","27.10","0.00","9.99","0.00","486.00","1677.00","0.000","0.000","0.000","390971.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"352","Charles","2018-05-15 15:00:00","-87.36","28.17","0.00","9.99","0.00","486.00","1304.00","0.000","0.000","0.000","390943.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"353","Charles","2018-05-15 16:00:00","-87.36","27.24","0.00","9.99","0.00","482.00","166.00","0.000","0.000","0.000","390828.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"354","Charles","2018-05-15 17:00:00","-87.06","22.87","0.16","9.99","0.00","521.80","8.00","0.000","0.000","0.000","488202.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"355","Charles","2018-05-15 18:00:00","-87.36","19.08","0.26","0.00","0.00","588.00","3.00","0.000","0.250","0.370","704590.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"356","Charles","2018-05-15 19:00:00","-86.47","17.52","0.18","0.00","0.00","615.30","2.00","0.000","0.250","0.370","908661.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"357","Charles","2018-05-15 20:00:00","-85.58","16.49","0.15","0.00","0.00","620.30","2.00","0.000","0.260","0.370","1121245.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"358","Charles","2018-05-15 21:00:00","-86.17","16.41","0.11","0.00","0.00","630.30","1.00","0.000","0.260","0.370","1312786.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"359","Charles","2018-05-15 22:00:00","-86.17","16.78","0.04","0.00","0.00","640.30","1.00","0.000","0.260","0.370","1395338.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"360","Charles","2018-05-15 23:00:00","-87.36","17.01","0.00","0.04","0.00","645.70","1.00","0.000","0.020","0.020","1408258.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"361","Charles","2018-05-16 00:00:00","-87.36","17.03","0.00","0.08","0.00","649.00","1.00","0.000","0.020","0.020","1421294.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"362","Charles","2018-05-16 01:00:00","-87.06","16.74","0.00","0.13","0.00","645.30","1.00","0.000","0.020","0.020","1435356.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"363","Charles","2018-05-16 02:00:00","-87.36","16.59","0.00","0.17","0.00","644.00","1.00","0.000","0.010","0.020","1448076.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"364","Charles","2018-05-16 03:00:00","-87.06","15.89","0.00","0.21","0.00","640.30","1.00","0.000","0.010","0.010","1457912.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"365","Charles","2018-05-16 04:00:00","-87.06","15.27","0.00","0.25","0.00","637.80","1.00","0.000","0.010","0.010","1468808.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"366","Charles","2018-05-16 05:00:00","-86.17","14.99","0.00","0.29","0.00","632.80","12.00","0.000","0.010","0.010","1474106.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"367","Charles","2018-05-16 06:00:00","-86.47","14.76","0.00","0.33","0.00","627.80","97.00","0.000","0.010","0.010","1484171.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"368","Charles","2018-05-16 07:00:00","-85.58","12.95","0.00","0.38","0.00","620.30","319.00","0.000","0.010","0.010","1489742.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"369","Charles","2018-05-16 08:00:00","-85.58","12.92","0.00","0.42","0.00","619.00","865.00","0.000","0.010","0.010","1492278.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"370","Charles","2018-05-16 09:00:00","-85.58","12.65","0.00","0.46","0.00","617.80","1092.00","0.000","0.010","0.010","1495850.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"371","Charles","2018-05-16 10:00:00","-85.58","12.63","0.00","0.50","0.00","619.00","1215.00","0.000","0.010","0.010","1496819.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"372","Charles","2018-05-16 11:00:00","-85.32","12.89","0.00","0.54","0.00","620.30","1713.00","0.000","0.010","0.010","1496645.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"373","Charles","2018-05-16 12:00:00","-85.58","12.73","0.00","0.58","0.00","624.00","1429.00","0.000","0.010","0.010","1497963.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"374","Charles","2018-05-16 13:00:00","-85.58","12.80","0.00","0.63","0.00","629.00","1442.00","0.000","0.010","0.010","1499698.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"375","Charles","2018-05-16 14:00:00","-85.58","12.45","0.00","0.67","0.00","629.00","1098.00","0.000","0.010","0.010","1501340.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"376","Charles","2018-05-16 15:00:00","-85.58","11.86","0.00","0.71","0.00","634.00","610.00","0.000","0.010","0.010","1503222.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"377","Charles","2018-05-16 16:00:00","-85.32","11.79","0.00","0.75","0.00","634.00","383.00","0.000","0.010","0.010","1504112.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"378","Charles","2018-05-16 17:00:00","-85.05","11.41","0.00","0.79","0.00","630.30","288.00","0.000","0.010","0.010","1502222.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"379","Charles","2018-05-16 18:00:00","-85.58","11.61","0.00","0.83","0.00","629.00","188.00","0.000","0.010","0.010","1496970.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"380","Charles","2018-05-16 19:00:00","-85.58","11.71","0.00","0.88","0.00","629.00","47.00","0.000","0.010","0.010","1493912.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"381","Charles","2018-05-16 20:00:00","-85.58","11.41","0.00","0.92","0.00","629.00","1.00","0.000","0.010","0.010","1494470.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"382","Charles","2018-05-16 21:00:00","-85.32","11.73","0.00","0.96","0.00","625.30","1.00","0.000","0.010","0.010","1490397.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"383","Charles","2018-05-16 22:00:00","-85.58","12.08","0.00","1.00","0.00","622.80","1.00","0.000","0.010","0.010","1486681.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"384","Charles","2018-05-16 23:00:00","-85.58","12.14","0.00","1.04","0.00","619.00","1.00","0.000","0.010","0.010","1477176.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"385","Charles","2018-05-17 00:00:00","-85.58","12.07","0.00","1.08","0.00","614.00","1.00","0.000","0.010","0.010","1467204.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"386","Charles","2018-05-17 01:00:00","-85.58","11.99","0.00","1.13","0.00","614.00","1.00","0.000","0.010","0.010","1458822.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"387","Charles","2018-05-17 02:00:00","-85.58","12.29","0.00","1.17","0.00","609.00","1.00","0.000","0.010","0.010","1448965.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"388","Charles","2018-05-17 03:00:00","-85.88","13.03","0.00","1.21","0.00","606.50","1.00","0.000","0.010","0.010","1441801.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"389","Charles","2018-05-17 04:00:00","-86.17","13.32","0.00","1.25","0.00","602.80","1.00","0.000","0.010","0.010","1435824.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"390","Charles","2018-05-17 05:00:00","-85.58","13.43","0.00","1.29","0.00","599.00","8.00","0.000","0.010","0.010","1431211.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"391","Charles","2018-05-17 06:00:00","-85.88","13.82","0.00","1.33","0.00","592.80","75.00","0.000","0.010","0.010","1426533.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"392","Charles","2018-05-17 07:00:00","-85.58","14.15","0.00","1.38","0.00","591.50","172.00","0.000","0.010","0.010","1424736.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"393","Charles","2018-05-17 08:00:00","-85.88","14.82","0.00","1.42","0.00","589.00","317.00","0.000","0.010","0.010","1424127.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"394","Charles","2018-05-17 09:00:00","-86.47","15.91","0.00","1.46","0.00","589.00","586.00","0.000","0.010","0.010","1426076.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"395","Charles","2018-05-17 10:00:00","-86.17","17.33","0.00","1.50","0.00","585.30","785.00","0.000","0.010","0.010","1426449.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"396","Charles","2018-05-17 11:00:00","-87.36","18.59","0.00","1.54","0.00","584.00","745.00","0.000","0.010","0.010","1432787.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"397","Charles","2018-05-17 12:00:00","-87.36","19.42","0.00","1.58","0.00","584.00","702.00","0.000","0.010","0.010","1437805.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"398","Charles","2018-05-17 13:00:00","-87.36","20.67","0.00","1.63","0.00","581.00","963.00","0.000","0.010","0.010","1442321.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"399","Charles","2018-05-17 14:00:00","-87.36","22.69","0.00","1.67","0.00","578.80","1542.00","0.000","0.010","0.010","1446698.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"400","Charles","2018-05-17 15:00:00","-87.36","23.57","0.00","1.71","0.00","575.00","1158.00","0.000","0.010","0.010","1450507.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"401","Charles","2018-05-17 16:00:00","-87.36","23.69","0.00","1.75","0.00","573.80","1007.00","0.000","0.010","0.010","1455350.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"402","Charles","2018-05-17 17:00:00","-87.36","23.53","0.00","1.79","0.00","572.50","429.00","0.000","0.010","0.010","1117032.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"403","Charles","2018-05-17 18:00:00","-87.36","22.43","0.00","1.83","0.00","573.80","248.00","0.000","0.010","0.010","723716.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"404","Charles","2018-05-17 19:00:00","-87.36","21.44","0.00","1.88","0.00","572.50","83.00","0.000","0.010","0.010","536303.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"405","Charles","2018-05-17 20:00:00","-87.36","21.18","0.00","1.92","0.00","570.00","2.00","0.000","0.010","0.010","417914.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"406","Charles","2018-05-17 21:00:00","-87.36","20.20","0.00","1.96","0.00","575.00","1.00","0.000","0.010","0.010","348698.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"407","Charles","2018-05-17 22:00:00","-87.36","19.88","0.00","2.00","0.00","575.00","1.00","0.000","0.010","0.010","327038.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"408","Charles","2018-05-17 23:00:00","-87.36","19.45","0.00","2.04","0.00","575.00","1.00","0.000","0.010","0.010","328099.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"409","Charles","2018-05-18 00:00:00","-87.36","19.11","0.00","2.08","0.00","575.00","1.00","0.000","0.010","0.010","329238.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"410","Charles","2018-05-18 01:00:00","-87.06","18.32","0.00","2.13","0.00","572.50","1.00","0.000","0.010","0.010","330047.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"411","Charles","2018-05-18 02:00:00","-86.77","16.15","0.00","2.17","0.00","570.00","1.00","0.000","0.010","0.010","330611.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"412","Charles","2018-05-18 03:00:00","-86.47","15.91","0.00","2.21","0.00","570.00","1.00","0.000","0.010","0.010","330625.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"413","Charles","2018-05-18 04:00:00","-86.47","15.42","0.00","2.25","0.00","573.80","1.00","0.000","0.010","0.010","330471.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"414","Charles","2018-05-18 05:00:00","-85.88","14.91","0.00","2.29","0.00","575.00","16.00","0.000","0.010","0.010","330393.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"415","Charles","2018-05-18 06:00:00","-85.58","14.70","0.00","2.33","0.00","573.80","143.00","0.000","0.010","0.010","329806.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"416","Charles","2018-05-18 07:00:00","-85.58","14.02","0.00","2.38","0.00","572.50","416.00","0.000","0.010","0.010","329512.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"417","Charles","2018-05-18 08:00:00","-85.58","13.59","0.00","2.42","0.00","571.30","561.00","0.000","0.010","0.010","328946.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"418","Charles","2018-05-18 09:00:00","-85.58","13.15","0.00","2.46","0.00","575.00","916.00","0.000","0.010","0.010","327865.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"419","Charles","2018-05-18 10:00:00","-85.32","12.80","0.00","2.50","0.00","573.80","1518.00","0.000","0.010","0.010","326864.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"420","Charles","2018-05-18 11:00:00","-85.32","12.61","0.00","2.54","0.00","576.30","1837.00","0.000","0.010","0.010","324780.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"421","Charles","2018-05-18 12:00:00","-85.58","12.67","0.00","2.58","0.00","575.00","1711.00","0.000","0.010","0.010","322937.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"422","Charles","2018-05-18 13:00:00","-85.58","12.58","0.00","2.63","0.00","578.80","1537.00","0.000","0.010","0.010","321207.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"423","Charles","2018-05-18 14:00:00","-85.88","12.50","0.00","2.67","0.00","580.00","1450.00","0.000","0.010","0.010","319822.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"424","Charles","2018-05-18 15:00:00","-86.17","12.63","0.00","2.71","0.00","580.00","1444.00","0.000","0.010","0.010","318773.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
