"indx","location","datetime","watertemp_C","airtemp_C","rain_in","raindays","windspeed_mph","flow_cfs","par_uE","lg_prb_R2_pct","lg_prb_R3_pct","lg_prb_R4_pct","li_conc_LF_cfu","lg_prb_LF_pct","cso_CP","cyano_NewtonYC","cyano_WatertownYC","cyano_CommRowing","cyano_CRCK","cyano_HarvardWeld","cyano_RiversideBC","cyano_CRYC","cyano_UnionBC","cyano_CommBoating","cyano_CRCKKendall"
"3206","Charles","2018-09-15 19:00:00","21.81","20.11","0.00","2.54","0.00","230.00","2.00","0.540","0.500","0.520","64.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3207","Charles","2018-09-15 20:00:00","21.80","19.89","0.00","2.59","0.00","230.00","1.00","0.540","0.500","0.520","64.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3208","Charles","2018-09-15 21:00:00","21.77","19.89","0.00","2.63","0.00","231.00","1.00","0.540","0.500","0.510","64.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3209","Charles","2018-09-15 22:00:00","21.71","20.18","0.00","2.67","0.00","231.00","1.00","0.530","0.490","0.510","64.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3210","Charles","2018-09-15 23:00:00","21.62","20.42","0.00","2.71","0.00","234.00","1.00","0.530","0.490","0.510","64.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3211","Charles","2018-09-16 00:00:00","21.56","20.09","0.00","2.75","0.00","234.00","1.00","0.530","0.490","0.510","65.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3212","Charles","2018-09-16 01:00:00","21.51","19.75","0.00","2.79","0.00","234.00","1.00","0.530","0.490","0.510","65.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3213","Charles","2018-09-16 02:00:00","21.45","19.45","0.00","2.84","0.00","236.30","1.00","0.530","0.490","0.510","65.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3214","Charles","2018-09-16 03:00:00","21.40","18.92","0.00","2.88","0.00","237.00","1.00","0.530","0.490","0.500","65.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3215","Charles","2018-09-16 04:00:00","21.37","18.49","0.00","2.92","0.00","237.80","1.00","0.530","0.490","0.500","65.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3216","Charles","2018-09-16 05:00:00","21.35","18.11","0.00","2.96","0.00","239.30","1.00","0.530","0.490","0.500","65.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3217","Charles","2018-09-16 06:00:00","21.32","17.79","0.00","3.00","0.00","240.00","20.00","0.530","0.490","0.500","66.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3218","Charles","2018-09-16 07:00:00","21.31","18.25","0.00","3.04","0.00","240.00","183.00","0.530","0.490","0.500","66.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3219","Charles","2018-09-16 08:00:00","21.52","19.73","0.00","3.09","0.00","240.00","681.00","0.530","0.480","0.490","66.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3220","Charles","2018-09-16 09:00:00","21.81","21.81","0.00","3.13","0.00","242.00","1043.00","0.520","0.480","0.490","66.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3221","Charles","2018-09-16 10:00:00","22.19","24.27","0.00","3.17","0.00","244.00","1325.00","0.520","0.480","0.480","66.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3222","Charles","2018-09-16 11:00:00","23.11","24.75","0.00","3.21","0.00","244.80","1504.00","0.520","0.480","0.480","66.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3223","Charles","2018-09-16 12:00:00","24.10","24.08","0.00","3.25","0.00","247.00","1580.00","0.510","0.480","0.480","66.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3224","Charles","2018-09-16 13:00:00","24.76","25.33","0.00","3.29","0.00","247.00","1519.00","0.510","0.480","0.490","65.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3225","Charles","2018-09-16 14:00:00","25.44","25.42","0.00","3.34","0.00","247.00","1378.00","0.510","0.480","0.490","65.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3226","Charles","2018-09-16 15:00:00","25.33","25.67","0.00","3.38","0.00","247.00","1117.00","0.510","0.480","0.490","65.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3227","Charles","2018-09-16 16:00:00","24.61","26.14","0.00","3.42","0.00","249.00","792.00","0.510","0.480","0.490","64.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3228","Charles","2018-09-16 17:00:00","24.07","25.82","0.00","3.46","0.00","250.00","412.00","0.510","0.480","0.490","64.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3229","Charles","2018-09-16 18:00:00","23.52","25.33","0.00","3.50","0.00","251.00","88.00","0.500","0.480","0.490","64.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3230","Charles","2018-09-16 19:00:00","23.33","24.24","0.00","3.54","0.00","251.00","2.00","0.500","0.480","0.490","64.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3231","Charles","2018-09-16 20:00:00","23.27","23.64","0.00","3.59","0.00","251.80","1.00","0.500","0.480","0.480","64.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3232","Charles","2018-09-16 21:00:00","23.14","24.10","0.00","3.63","0.00","251.00","1.00","0.500","0.480","0.480","64.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3233","Charles","2018-09-16 22:00:00","22.90","23.36","0.00","3.67","0.00","254.00","1.00","0.500","0.480","0.480","64.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3234","Charles","2018-09-16 23:00:00","22.68","22.79","0.00","3.71","0.00","254.00","1.00","0.500","0.480","0.480","64.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3235","Charles","2018-09-17 00:00:00","22.50","22.25","0.00","3.75","0.00","254.00","1.00","0.490","0.480","0.480","63.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3236","Charles","2018-09-17 01:00:00","22.49","21.44","0.00","3.79","0.00","255.00","1.00","0.490","0.480","0.480","63.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3237","Charles","2018-09-17 02:00:00","22.52","20.69","0.00","3.84","0.00","257.00","1.00","0.490","0.480","0.480","63.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3238","Charles","2018-09-17 03:00:00","22.47","20.23","0.00","3.88","0.00","258.00","1.00","0.490","0.480","0.480","63.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3239","Charles","2018-09-17 04:00:00","22.43","19.81","0.00","3.92","0.00","258.00","1.00","0.490","0.480","0.480","63.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3240","Charles","2018-09-17 05:00:00","22.37","19.72","0.00","3.96","0.00","260.00","1.00","0.490","0.480","0.480","63.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3241","Charles","2018-09-17 06:00:00","22.29","19.72","0.00","4.00","0.00","262.00","15.00","0.490","0.480","0.480","63.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3242","Charles","2018-09-17 07:00:00","22.17","20.00","0.00","4.04","0.00","262.00","180.00","0.490","0.480","0.470","63.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3243","Charles","2018-09-17 08:00:00","22.34","20.50","0.00","4.09","0.00","262.00","604.00","0.490","0.480","0.470","63.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3244","Charles","2018-09-17 09:00:00","22.63","21.72","0.00","4.13","0.00","262.00","997.00","0.490","0.480","0.460","63.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3245","Charles","2018-09-17 10:00:00","22.91","22.86","0.00","4.17","0.00","262.00","1174.00","0.490","0.480","0.460","63.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3246","Charles","2018-09-17 11:00:00","23.36","24.67","0.00","4.21","0.00","265.00","1516.00","0.490","0.470","0.450","63.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3247","Charles","2018-09-17 12:00:00","24.04","26.44","0.00","4.25","0.00","265.00","1556.00","0.490","0.470","0.440","63.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3248","Charles","2018-09-17 13:00:00","24.42","27.40","0.00","4.29","0.00","265.00","1055.00","0.490","0.460","0.430","64.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3249","Charles","2018-09-17 14:00:00","24.42","27.56","0.00","4.34","0.00","265.00","1001.00","0.490","0.460","0.430","64.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3250","Charles","2018-09-17 15:00:00","24.39","27.09","0.00","4.38","0.00","265.00","987.00","0.490","0.460","0.430","64.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3251","Charles","2018-09-17 16:00:00","24.28","27.14","0.00","4.42","0.00","267.00","576.00","0.480","0.460","0.430","64.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3252","Charles","2018-09-17 17:00:00","23.94","26.74","0.00","4.46","0.00","266.00","291.00","0.480","0.460","0.430","64.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3253","Charles","2018-09-17 18:00:00","23.62","25.50","0.00","4.50","0.00","265.00","55.00","0.480","0.460","0.430","66.0","0.020","0","0","0","0","0","0","0","0","0","0","0"
"3254","Charles","2018-09-17 19:00:00","23.45","24.81","0.00","4.54","0.00","265.00","1.00","0.480","0.460","0.430","68.0","0.030","0","0","0","0","0","0","0","0","0","0","0"
"3255","Charles","2018-09-17 20:00:00","23.32","24.44","0.00","4.59","0.00","265.00","1.00","0.480","0.460","0.430","70.0","0.030","0","0","0","0","0","0","0","0","0","0","0"
"3256","Charles","2018-09-17 21:00:00","23.23","23.71","0.00","4.63","0.00","265.00","1.00","0.480","0.460","0.420","72.0","0.040","0","0","0","0","0","0","0","0","0","0","0"
"3257","Charles","2018-09-17 22:00:00","23.15","23.11","0.00","4.67","0.00","265.00","1.00","0.480","0.460","0.420","75.0","0.040","0","0","0","0","0","0","0","0","0","0","0"
"3258","Charles","2018-09-17 23:00:00","23.04","23.00","0.00","4.71","0.00","265.00","1.00","0.480","0.460","0.420","77.0","0.050","0","0","0","0","0","0","0","0","0","0","0"
"3259","Charles","2018-09-18 00:00:00","22.91","22.83","0.00","4.75","0.00","268.00","1.00","0.480","0.460","0.420","80.0","0.060","0","0","0","0","0","0","0","0","0","0","0"
"3260","Charles","2018-09-18 01:00:00","22.65","22.77","0.00","4.79","0.00","268.00","1.00","0.480","0.460","0.420","82.0","0.070","0","0","0","0","0","0","0","0","0","0","0"
"3261","Charles","2018-09-18 02:00:00","21.65","22.67","0.00","4.84","0.00","269.00","1.00","0.480","0.460","0.420","86.0","0.090","0","0","0","0","0","0","0","0","0","0","0"
"3262","Charles","2018-09-18 03:00:00","21.69","22.48","0.00","4.88","0.00","270.00","1.00","0.480","0.460","0.420","89.0","0.110","0","0","0","0","0","0","0","0","0","0","0"
"3263","Charles","2018-09-18 04:00:00","21.87","22.19","0.04","4.92","0.00","277.50","1.00","0.470","0.460","0.420","97.0","0.140","0","0","0","0","0","0","0","0","0","0","0"
"3264","Charles","2018-09-18 05:00:00","21.94","21.82","0.09","4.96","0.00","294.00","1.00","0.470","0.460","0.420","112.0","0.170","0","0","0","0","0","0","0","0","0","0","0"
